****** Levels
 1.1418197E+16       2.    3  'S IV 2Po 1'  0   0.  0
  0.0836  0.0606  0.0261  0.0017 -0.1695 -0.2852 -0.3470 -2.1908
  26  39   1    175      0      0      0   4.704E-19   0.000E+00
 -0.0841 -0.0776 -0.0712 -0.0647 -0.0518 -0.0453 -0.0388 -0.0194 -0.0130 -0.0065
 -0.0000  0.0064  0.0129  0.0258  0.0323  0.0517  0.0582  0.0646  0.0711  0.0776
  0.0840  0.0905  0.0969  0.1034  0.1099  0.1163  0.1228  0.1293  0.1357  0.1422
  0.1487  0.1551  0.1616  0.1681  0.1745  0.1810  0.1875  0.1939  0.2004  0.2069
  0.2133  0.2198  0.2263  0.2327  0.2392  0.2457  0.2521  0.2586  0.2651  0.2715
  0.2780  0.2845  0.2974  0.3039  0.3103  0.3168  0.3297  0.3362  0.3427  0.3621
  0.3944  0.4009  0.4073  0.4203  0.4267  0.4332  0.4526  0.4590  0.5043  0.5366
  0.5560  0.6142  0.7436  0.7888  1.3590
 -0.8314 -0.8705 -0.9437 -1.0526 -1.3075 -1.3958 -1.3987 -0.6628 -0.2489  0.1183
  0.3706  0.5075  0.5481  0.4913  0.5057  0.6570  0.7713  0.9259  1.0463  1.0853
  1.0300  0.8804  0.6441  0.3360  0.0041 -0.1910 -0.1257  0.0147  0.0939  0.0844
  0.0028 -0.1004 -0.1589 -0.1552 -0.1126 -0.0289  0.0888  0.1938  0.2456  0.2428
  0.2295  0.2852  0.4549  0.6883  0.9029  1.0633  1.1384  1.1318  1.0616  0.9623
  0.8801  0.8340  0.7626  0.7181  0.6833  0.6700  0.6782  0.6688  0.6430  0.5376
  0.3848  0.3660  0.3643  0.3971  0.4030  0.3861  0.2648  0.2380  0.1413  0.0789
